DBN,School Name,School Type,Total Student Response Rate,1a. Most of the teaching staff at my school expect all students to work hard.,,,,1b. Most of the teaching staff at my school encourage me to keep trying on challenging work.,,,,1c. Most of the teaching staff at my school give me regular and helpful feedback on my work.,,,,1d. Most of the teaching staff at my school give me extra help when I need it.,,,,1e. Most of the teaching staff at my school are teaching me the organizational skills and work habits (like note-taking and keeping track of assignments) that I need to succeed in school.,,,,1f. Most of the teaching staff at my school make me excited about learning.,,,,1g. Most of the teaching staff at my school expect me to continue my education after high school.,,,,2a.  Most adults at my school that I see every day know my name or who I am.,,,,2b.  Most adults at my school care about me.,,,,2c.  Most adults at my school help keep me on track to be promoted to the next grade and to graduate.,,,,2d.  Most adults at my school help keep me on track for college or career.,,,,"3. If you are a student in grades 9-12, ANSWER this question.  If you are a student in grades 6-8, SKIP this question.  
There is an adult who is helping me plan for my next steps after graduation (career planning, college selection and application process, financial aid process, etc.)",,,,"4a. At my school…
 I need to work hard to get good grades.",,,,"4b. At my school…
I keep trying when school work is challenging.",,,,"4c. At my school…
I can do well if I put my mind to it.",,,,"4d. At my school…
I can become a better student if I work hard.",,,,"4e. At my school…
I feel welcome.",,,,"4f. At my school…
I am safe in my classes.",,,,"4g. At my school…
I am safe in the hallways, bathrooms, locker rooms, and cafeteria.",,,,"4h. At my school…
I am safe on school property outside the school building.",,,,"4i. At my school…
there are clear consequences for breaking the rules.",,,,"4j. At my school…
there is an adult whom I trust and can go to for help with a problem.",,,,"4k. At my school…
there is a person or program that helps students resolve conflicts.",,,,"5a.  At my school…
students with disabilities are included in all school activities (lunch, class trips, etc.).",,,,,"5b.  At my school…
most adults treat all students with respect.",,,,,"6a. Most students at my school…
treat each other with respect.",,,,"6b. Most students at my school…
treat adults with respect.",,,,"6c. Most students at my school…
respect students who get good grades.",,,,"7a.  My school…
is kept clean.",,,,"7b.  My school…
offers a wide enough variety of programs, classes and activities to keep me interested in school.",,,,"7c.  My school…
offers opportunities for me to be physically active before, during and after school.",,,,"8f. During this school year, how often have your teachers asked you to…
use computers (laptops, tablets, desktops, etc.) during the school day to complete a task or assignment, such as typing up responses, online research or computer-based exercises?",,,,"9a. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I have taken one or more classes in…",,,,,,"9b. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I was offered but did NOT take a class in...",,,,,,"9c. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I was NOT offered a class in…",,,,,,"10a. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, I participated in the following activities before or after school or during free periods…",,,,,"10b. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, the following activities were offered before or after school or during free periods but I did NOT participate…",,,,,"10c. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, the following activities were NOT offered to me before or after school or during free periods…",,,,,"11a. How often is the following true?
At my school students drink alcohol, use illegal drugs, or abuse prescription drugs while at school.",,,,"11b. How often is the following true?
At my school students get into physical fights.",,,,"11c. How often is the following true?
At my school students harass or bully other students.",,,,"11d. How often is the following true?
At my school students harass or bully each other based on differences (such as race, color, ethnicity, national origin, citizenship/immigration status, religion, gender, gender identity, gender expression, sexual orientation, disability or weight).",,,,"11e. How often is the following true?
At my school there is gang activity.",,,
08X530,Banana Kelly High School,HS,82%,40%,58%,2%,0%,40%,57%,3%,0%,34%,61%,4%,1%,40%,56%,3%,0%,34%,61%,5%,1%,26%,58%,11%,5%,46%,51%,3%,0%,38%,58%,4%,1%,30%,62%,6%,1%,37%,58%,4%,1%,33%,61%,4%,2%,37%,48%,12%,4%,50%,48%,2%,0%,37%,60%,3%,0%,60%,39%,0%,0%,60%,38%,1%,0%,34%,58%,7%,1%,34%,56%,8%,2%,27%,58%,11%,4%,26%,55%,16%,3%,30%,61%,6%,3%,32%,57%,8%,2%,30%,63%,4%,2%,27%,28%,4%,1%,40%,24%,59%,12%,3%,3%,21%,52%,22%,5%,19%,52%,23%,6%,21%,54%,18%,7%,22%,61%,13%,3%,22%,58%,15%,4%,24%,66%,7%,3%,35%,39%,22%,4%,56%,12%,33%,2%,62%,31%,11%,15%,21%,15%,3%,8%,15%,49%,28%,60%,11%,31%,27%,6%,14%,6%,31%,35%,17%,34%,19%,41%,17%,43%,24%,47%,12%,40%,45%,11%,5%,8%,66%,15%,11%,22%,60%,9%,9%,27%,56%,11%,6%,48%,40%,6%,6%
08X537,Bronx Arena High School,HST,38%,66%,32%,1%,0%,59%,39%,1%,0%,63%,35%,1%,0%,55%,42%,3%,0%,41%,58%,1%,0%,23%,54%,24%,0%,68%,31%,1%,0%,52%,38%,8%,1%,37%,59%,4%,0%,48%,51%,1%,0%,46%,51%,3%,0%,43%,41%,14%,1%,62%,38%,0%,0%,45%,52%,3%,0%,73%,27%,0%,0%,69%,28%,3%,0%,54%,44%,3%,0%,55%,44%,1%,0%,57%,41%,1%,0%,48%,45%,7%,0%,41%,56%,3%,0%,52%,35%,8%,4%,41%,55%,3%,1%,18%,41%,3%,0%,38%,42%,48%,6%,1%,3%,21%,66%,7%,6%,30%,60%,9%,1%,26%,62%,10%,1%,64%,36%,0%,0%,33%,57%,9%,1%,36%,53%,7%,4%,80%,20%,0%,0%,26%,8%,22%,14%,74%,38%,35%,28%,30%,19%,7%,14%,20%,36%,19%,35%,5%,14%,18%,9%,19%,5%,26%,28%,22%,30%,22%,26%,12%,22%,12%,16%,20%,79%,19%,1%,1%,60%,37%,1%,1%,63%,34%,3%,0%,73%,23%,4%,0%,73%,17%,6%,4%
08X540,School for Community Research and Learning,HS,64%,32%,50%,14%,4%,20%,53%,27%,0%,16%,54%,28%,2%,10%,67%,16%,8%,14%,69%,12%,6%,11%,30%,43%,17%,42%,48%,4%,6%,41%,53%,2%,4%,8%,49%,29%,14%,14%,69%,6%,12%,16%,57%,20%,8%,24%,53%,20%,4%,39%,47%,10%,4%,18%,72%,10%,0%,50%,40%,4%,6%,50%,40%,6%,4%,10%,55%,31%,4%,15%,65%,15%,4%,12%,58%,21%,10%,15%,46%,23%,15%,12%,67%,18%,4%,22%,38%,26%,14%,8%,41%,31%,20%,35%,47%,6%,6%,6%,16%,36%,24%,14%,10%,4%,42%,40%,13%,2%,42%,40%,15%,4%,52%,30%,14%,8%,33%,38%,21%,4%,26%,36%,34%,6%,50%,20%,24%,35%,55%,6%,4%,19%,6%,25%,21%,67%,31%,12%,8%,21%,21%,0%,12%,42%,52%,37%,33%,10%,19%,13%,8%,21%,6%,35%,12%,13%,31%,10%,21%,42%,40%,40%,38%,21%,33%,56%,8%,2%,6%,76%,16%,2%,33%,41%,22%,4%,40%,42%,8%,10%,51%,31%,14%,4%
08X558,Westchester Square Academy,HS,65%,39%,47%,6%,8%,32%,48%,14%,6%,22%,58%,14%,6%,41%,39%,9%,11%,34%,40%,22%,5%,11%,24%,32%,33%,39%,38%,12%,11%,48%,38%,5%,9%,16%,42%,31%,11%,34%,40%,23%,3%,24%,44%,23%,9%,15%,35%,31%,19%,62%,25%,6%,7%,40%,33%,21%,6%,64%,30%,2%,5%,60%,28%,6%,6%,26%,51%,11%,12%,31%,42%,20%,6%,22%,31%,36%,10%,20%,38%,28%,14%,32%,46%,11%,11%,29%,44%,6%,21%,31%,36%,22%,11%,38%,36%,9%,5%,13%,18%,33%,26%,12%,11%,4%,34%,42%,19%,4%,33%,42%,21%,11%,45%,28%,17%,12%,42%,27%,19%,20%,38%,24%,18%,22%,40%,23%,15%,33%,48%,9%,9%,35%,29%,9%,18%,43%,0%,37%,37%,25%,34%,12%,21%,15%,15%,16%,10%,6%,38%,29%,22%,3%,13%,21%,26%,28%,16%,21%,35%,28%,31%,34%,31%,13%,41%,33%,16%,11%,28%,53%,14%,5%,32%,32%,29%,8%,43%,25%,15%,17%,62%,21%,11%,6%
08X559,School for Tourism and Hospitality,HS,88%,61%,25%,6%,8%,43%,44%,7%,6%,36%,47%,14%,3%,34%,45%,18%,4%,43%,42%,9%,5%,14%,42%,29%,15%,58%,35%,4%,3%,53%,37%,7%,3%,22%,55%,21%,3%,42%,45%,11%,1%,47%,44%,8%,1%,30%,39%,19%,12%,84%,15%,0%,1%,46%,43%,5%,5%,74%,23%,0%,3%,78%,19%,1%,1%,31%,53%,11%,6%,44%,51%,5%,0%,49%,40%,11%,0%,26%,43%,19%,11%,55%,36%,10%,0%,44%,38%,8%,10%,37%,41%,15%,7%,40%,27%,3%,3%,27%,32%,35%,16%,4%,12%,18%,37%,27%,18%,15%,46%,24%,15%,19%,36%,26%,19%,26%,53%,15%,7%,19%,35%,31%,16%,22%,47%,22%,10%,68%,27%,1%,3%,75%,5%,1%,0%,64%,49%,9%,27%,11%,16%,11%,5%,5%,33%,53%,59%,1%,11%,39%,9%,3%,4%,36%,11%,31%,9%,9%,40%,17%,35%,51%,60%,21%,82%,14%,1%,3%,58%,38%,3%,1%,40%,46%,8%,6%,55%,30%,9%,5%,78%,15%,4%,3%
08X560,Bronx Academy High School,HST,92%,80%,20%,0%,0%,83%,17%,0%,0%,66%,31%,3%,0%,71%,26%,3%,0%,60%,40%,0%,0%,44%,47%,9%,0%,86%,9%,6%,0%,82%,18%,0%,0%,76%,24%,0%,0%,74%,26%,0%,0%,68%,26%,6%,0%,69%,22%,6%,3%,77%,20%,3%,0%,60%,34%,6%,0%,88%,12%,0%,0%,91%,9%,0%,0%,83%,17%,0%,0%,89%,11%,0%,0%,77%,23%,0%,0%,71%,26%,3%,0%,60%,40%,0%,0%,83%,14%,3%,0%,74%,20%,3%,3%,71%,20%,0%,0%,9%,77%,20%,3%,0%,0%,54%,46%,0%,0%,57%,37%,6%,0%,60%,31%,9%,0%,71%,29%,0%,0%,60%,37%,3%,0%,71%,23%,6%,0%,94%,6%,0%,0%,57%,34%,17%,9%,86%,54%,20%,46%,31%,9%,6%,17%,6%,11%,17%,37%,3%,9%,37%,23%,23%,9%,51%,20%,31%,11%,9%,26%,17%,23%,23%,46%,14%,86%,14%,0%,0%,80%,20%,0%,0%,100%,0%,0%,0%,100%,0%,0%,0%,97%,0%,3%,0%
08X561,Bronx Compass High School,HS,60%,61%,31%,4%,4%,45%,43%,8%,4%,53%,37%,6%,4%,43%,45%,10%,2%,40%,46%,10%,4%,27%,50%,21%,2%,58%,29%,4%,8%,76%,14%,4%,6%,35%,56%,8%,0%,54%,38%,6%,2%,46%,35%,13%,6%,24%,51%,14%,10%,57%,34%,6%,2%,39%,55%,2%,4%,67%,27%,4%,2%,72%,24%,2%,2%,40%,48%,8%,4%,43%,49%,4%,4%,32%,50%,12%,6%,27%,51%,18%,4%,40%,48%,8%,4%,51%,33%,10%,6%,37%,43%,12%,8%,51%,35%,2%,4%,8%,42%,44%,6%,6%,2%,16%,41%,35%,8%,13%,54%,27%,6%,22%,51%,20%,6%,27%,48%,21%,4%,41%,45%,10%,4%,36%,43%,11%,11%,72%,24%,0%,4%,74%,8%,74%,14%,10%,4%,10%,54%,14%,24%,26%,22%,4%,30%,8%,38%,40%,70%,24%,10%,38%,4%,52%,10%,34%,26%,20%,38%,18%,24%,8%,50%,22%,69%,29%,0%,2%,16%,65%,18%,0%,51%,24%,22%,2%,71%,23%,2%,4%,77%,19%,4%,0%
08X562,Blueprint Middle School,MS,95%,58%,38%,3%,0%,51%,46%,2%,1%,53%,41%,3%,2%,59%,33%,4%,3%,48%,46%,3%,3%,40%,36%,18%,7%,66%,31%,1%,1%,56%,37%,6%,1%,41%,51%,5%,3%,67%,29%,4%,0%,58%,36%,4%,2%,N/A,N/A,N/A,N/A,81%,19%,0%,0%,49%,47%,3%,1%,67%,33%,0%,0%,72%,28%,0%,0%,43%,40%,13%,3%,54%,36%,4%,6%,49%,33%,12%,6%,44%,36%,15%,6%,55%,34%,7%,5%,66%,26%,5%,3%,55%,32%,9%,3%,51%,24%,3%,4%,18%,40%,37%,12%,4%,7%,31%,34%,26%,9%,28%,46%,17%,9%,29%,38%,22%,10%,26%,48%,19%,7%,32%,42%,20%,6%,36%,39%,18%,7%,25%,31%,30%,15%,19%,11%,49%,20%,60%,5%,32%,51%,13%,31%,5%,24%,27%,32%,12%,43%,16%,63%,16%,13%,27%,7%,36%,26%,34%,11%,24%,30%,41%,36%,25%,42%,27%,87%,4%,3%,6%,18%,68%,9%,6%,30%,36%,17%,17%,37%,35%,13%,15%,78%,12%,2%,8%
08X650,Jane Addams High School for Academic Careers,HS,60%,31%,54%,9%,5%,24%,59%,12%,6%,18%,60%,16%,7%,19%,57%,19%,5%,24%,58%,14%,4%,10%,39%,34%,17%,31%,54%,11%,4%,36%,46%,12%,6%,16%,53%,22%,9%,24%,58%,13%,5%,22%,55%,17%,7%,21%,43%,26%,10%,44%,48%,6%,2%,24%,60%,13%,3%,46%,49%,3%,2%,45%,50%,3%,2%,20%,57%,15%,8%,22%,60%,14%,5%,21%,57%,15%,8%,19%,49%,19%,12%,20%,58%,15%,7%,23%,56%,13%,8%,18%,51%,19%,11%,20%,43%,5%,3%,29%,16%,43%,22%,8%,11%,9%,34%,42%,15%,11%,33%,40%,15%,14%,48%,26%,12%,15%,48%,26%,11%,15%,48%,26%,12%,14%,57%,20%,8%,33%,47%,16%,4%,24%,11%,2%,4%,65%,26%,15%,39%,15%,11%,4%,9%,38%,38%,48%,44%,3%,17%,25%,16%,4%,6%,28%,16%,34%,12%,12%,28%,34%,32%,41%,38%,15%,48%,34%,9%,9%,16%,58%,16%,10%,34%,42%,13%,11%,44%,36%,10%,11%,54%,33%,6%,7%
09X004,P.S./M.S. 004 Crotona Park West,ES/MS,97%,76%,23%,1%,0%,69%,27%,3%,1%,54%,41%,3%,1%,61%,31%,3%,5%,67%,28%,4%,1%,37%,40%,15%,8%,74%,18%,4%,3%,55%,33%,6%,6%,57%,33%,6%,4%,79%,17%,2%,2%,62%,29%,5%,4%,N/A,N/A,N/A,N/A,87%,8%,4%,1%,55%,41%,4%,1%,82%,16%,1%,1%,81%,16%,1%,1%,49%,39%,8%,4%,60%,31%,7%,2%,48%,40%,9%,4%,41%,44%,9%,7%,59%,32%,8%,1%,74%,16%,5%,5%,54%,32%,11%,3%,58%,19%,5%,4%,14%,42%,34%,8%,10%,6%,24%,36%,25%,14%,22%,45%,27%,6%,37%,39%,13%,10%,39%,35%,21%,4%,47%,37%,12%,4%,43%,40%,14%,3%,38%,40%,18%,4%,19%,16%,56%,12%,54%,17%,23%,24%,10%,20%,8%,9%,41%,27%,9%,22%,10%,28%,15%,19%,31%,14%,28%,23%,30%,28%,34%,23%,41%,15%,10%,13%,9%,84%,10%,2%,4%,16%,62%,18%,4%,36%,34%,14%,16%,37%,38%,14%,11%,85%,8%,5%,2%
09X011,P.S. 011 Highbridge,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X022,J.H.S. 022 Jordan L. Mott,MS,82%,65%,28%,3%,4%,61%,36%,3%,0%,61%,35%,3%,1%,66%,27%,6%,1%,63%,32%,4%,1%,52%,31%,13%,5%,73%,24%,2%,1%,42%,43%,13%,3%,37%,46%,14%,4%,59%,36%,4%,1%,48%,40%,10%,3%,N/A,N/A,N/A,N/A,74%,24%,1%,1%,46%,48%,5%,1%,65%,33%,2%,0%,68%,30%,1%,1%,34%,48%,14%,4%,34%,44%,17%,5%,28%,35%,26%,11%,29%,36%,24%,11%,42%,46%,8%,4%,49%,33%,12%,6%,55%,34%,7%,4%,31%,31%,4%,1%,31%,31%,31%,14%,10%,13%,24%,26%,31%,19%,22%,32%,31%,16%,28%,35%,24%,13%,17%,33%,32%,18%,32%,47%,17%,3%,31%,53%,14%,3%,32%,41%,21%,6%,29%,11%,16%,22%,47%,11%,14%,18%,16%,16%,6%,10%,15%,24%,19%,16%,8%,31%,16%,12%,13%,11%,25%,17%,18%,17%,20%,18%,14%,17%,14%,16%,15%,43%,39%,11%,7%,11%,33%,27%,29%,18%,40%,19%,23%,28%,36%,19%,17%,53%,25%,10%,12%
09X028,P.S. 028 Mount Hope,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X035,P.S. 035 Franz Siegel,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X042,P.S. 042 Claremont,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X053,P.S. 053 Basheer Quisim,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X055,P.S. 055 Benjamin Franklin,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X058,P.S. 058,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
