dbn,locationname,NA,rr_p,p_q1a_1,p_q1a_2,p_q1a_3,p_q1a_4,p_q1b_1,p_q1b_2,p_q1b_3,p_q1b_4,p_q1c_1,p_q1c_2,p_q1c_3,p_q1c_4,p_q1d_1,p_q1d_2,p_q1d_3,p_q1d_4,p_q1e_1,p_q1e_2,p_q1e_3,p_q1e_4,p_q1f_1,p_q1f_2,p_q1f_3,p_q1f_4,p_q1g_1,p_q1g_2,p_q1g_3,p_q1g_4,p_q1h_1,p_q1h_2,p_q1h_3,p_q1h_4,p_q1i_1,p_q1i_2,p_q1i_3,p_q1i_4,p_q1j_1,p_q1j_2,p_q1j_3,p_q1j_4,p_q1k_1,p_q1k_2,p_q1k_3,p_q1k_4,p_q1l_1,p_q1l_2,p_q1l_3,p_q1l_4,p_q1m_1,p_q1m_2,p_q1m_3,p_q1m_4,p_q1n_1,p_q1n_2,p_q1n_3,p_q1n_4,p_q1o_1,p_q1o_2,p_q1o_3,p_q1o_4,p_q1p_1,p_q1p_2,p_q1p_3,p_q1p_4,p_q1q_1,p_q1q_2,p_q1q_3,p_q1q_4,p_q1r_1,p_q1r_2,p_q1r_3,p_q1r_4,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q2j_1,p_q2j_2,p_q2j_3,p_q2j_4,p_q2j_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q5a_1,p_q5a_2,p_q5a_3,p_q5a_4,p_q5b_1,p_q5b_2,p_q5b_3,p_q5b_4,p_q5c_1,p_q5c_2,p_q5c_3,p_q5c_4,p_q7a_1,p_q7b_1,p_q7c_1,p_q7d_1,p_q7e_1,p_q7f_1,p_q7g_1,p_q7h_1,p_q7i_1,p_q7j_1,p_q8_1,p_q8_2,p_q8_3,p_q8_4,p_q8_5,p_q8_6,p_q8_7,p_q8_8,p_q8_9,p_q8_10,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q10a_1,p_q10a_2,p_q10a_3,p_q10a_4,p_q10b_1,p_q10b_2,p_q10b_3,p_q10b_4,
02M546,Academy for Software Engineering,HS,54%,81%,19%,0%,0%,55%,42%,3%,0%,60%,37%,3%,0%,72%,28%,0%,0%,74%,22%,5%,0%,56%,42%,2%,0%,64%,36%,0%,0%,69%,28%,3%,0%,39%,46%,10%,4%,68%,30%,2%,0%,52%,47%,2%,0%,70%,28%,1%,0%,66%,33%,1%,0%,63%,34%,3%,0%,69%,30%,1%,0%,66%,30%,5%,0%,57%,38%,3%,2%,48%,45%,5%,2%,36%,58%,0%,3%,3%,50%,47%,0%,2%,2%,26%,35%,0%,0%,38%,59%,33%,2%,2%,5%,6%,5%,31%,43%,15%,2%,9%,33%,24%,32%,2%,2%,27%,30%,39%,2%,8%,34%,23%,33%,1%,7%,31%,27%,33%,3%,3%,33%,36%,25%,66%,31%,3%,0%,71%,26%,3%,0%,11%,30%,55%,5%,21%,16%,31%,31%,27%,39%,27%,8%,39%,39%,21%,0%,62%,38%,0%,0%,46%,52%,2%,0%,54%,46%,0%,0%,16%,81%,46%,55%,25%,28%,52%,78%,30%,40%,4%,2%,11%,33%,18%,11%,2%,5%,15%,0%,13%,63%,25%,0%,50%,50%,0%,0%,50%,25%,25%,0%
02M550,Liberty High School Academy for Newcomers,HST,59%,55%,42%,3%,1%,48%,46%,5%,1%,50%,43%,6%,1%,60%,39%,1%,1%,58%,37%,2%,3%,48%,45%,7%,0%,43%,53%,4%,1%,49%,47%,4%,1%,42%,46%,9%,3%,51%,45%,3%,1%,48%,47%,4%,2%,54%,41%,3%,2%,56%,41%,2%,1%,53%,45%,2%,1%,56%,42%,2%,1%,56%,38%,4%,2%,52%,39%,7%,3%,57%,39%,3%,1%,56%,40%,1%,0%,3%,53%,39%,4%,0%,4%,38%,40%,5%,0%,17%,55%,34%,4%,1%,5%,7%,11%,31%,36%,15%,3%,14%,31%,32%,21%,5%,6%,29%,38%,22%,5%,9%,28%,36%,22%,5%,8%,33%,35%,18%,3%,6%,26%,43%,21%,53%,42%,5%,1%,58%,39%,2%,1%,16%,25%,48%,10%,6%,19%,33%,42%,12%,22%,23%,43%,19%,28%,43%,11%,54%,43%,3%,1%,46%,52%,3%,0%,47%,52%,1%,0%,2%,23%,53%,44%,17%,15%,40%,51%,6%,10%,8%,22%,20%,8%,8%,8%,3%,5%,18%,1%,100%,0%,0%,0%,0%,100%,0%,0%,100%,0%,0%,0%
02M551,Urban Assembly New York Harbor School,HS,20%,49%,41%,8%,1%,36%,48%,16%,0%,41%,43%,16%,0%,62%,33%,5%,0%,63%,33%,4%,0%,46%,42%,12%,0%,47%,47%,6%,0%,53%,45%,2%,0%,45%,45%,8%,2%,55%,38%,7%,0%,48%,45%,6%,1%,48%,47%,2%,2%,43%,48%,9%,1%,42%,51%,7%,0%,49%,44%,5%,3%,50%,44%,5%,1%,46%,44%,9%,1%,70%,29%,1%,0%,58%,41%,1%,0%,0%,55%,33%,6%,0%,6%,39%,21%,4%,0%,36%,43%,47%,5%,0%,5%,5%,3%,39%,43%,11%,4%,19%,38%,17%,22%,4%,5%,28%,32%,32%,5%,18%,32%,20%,26%,5%,13%,29%,23%,29%,5%,4%,29%,33%,29%,59%,35%,5%,1%,63%,30%,6%,1%,11%,25%,56%,9%,14%,14%,25%,47%,30%,21%,32%,17%,38%,35%,23%,5%,46%,45%,7%,1%,40%,52%,6%,1%,44%,49%,5%,1%,18%,82%,43%,18%,15%,19%,35%,73%,17%,43%,2%,12%,2%,15%,5%,12%,10%,22%,18%,3%,27%,47%,13%,13%,27%,47%,13%,13%,29%,36%,14%,21%
02M560,High School M560 - City As School,HST,17%,46%,45%,7%,2%,30%,52%,13%,4%,37%,46%,11%,6%,60%,34%,2%,4%,65%,30%,1%,4%,45%,45%,7%,2%,48%,44%,5%,3%,62%,32%,4%,2%,49%,41%,4%,6%,51%,41%,5%,4%,48%,48%,0%,4%,53%,41%,4%,2%,54%,38%,4%,4%,49%,41%,4%,6%,54%,38%,3%,5%,59%,31%,5%,5%,56%,34%,5%,5%,51%,45%,0%,4%,53%,41%,2%,0%,4%,57%,36%,1%,1%,5%,28%,36%,3%,0%,33%,57%,35%,4%,0%,4%,3%,9%,19%,51%,19%,2%,7%,26%,27%,37%,2%,6%,26%,31%,35%,2%,10%,17%,35%,36%,3%,10%,20%,32%,35%,1%,13%,23%,23%,41%,57%,37%,5%,1%,57%,38%,4%,1%,7%,20%,60%,12%,7%,7%,25%,60%,26%,31%,29%,14%,39%,35%,24%,1%,53%,40%,5%,2%,48%,46%,6%,0%,51%,46%,2%,0%,8%,71%,63%,30%,16%,19%,35%,77%,14%,35%,3%,3%,12%,17%,20%,9%,9%,11%,15%,2%,40%,60%,0%,0%,40%,60%,0%,0%,40%,60%,0%,0%
02M565,Urban Academy Laboratory High School,HST,18%,67%,30%,4%,0%,52%,48%,0%,0%,50%,42%,8%,0%,77%,23%,0%,0%,77%,23%,0%,0%,62%,35%,4%,0%,62%,38%,0%,0%,85%,15%,0%,0%,81%,15%,4%,0%,73%,27%,0%,0%,74%,26%,0%,0%,73%,23%,4%,0%,69%,27%,0%,4%,62%,38%,0%,0%,72%,24%,4%,0%,69%,23%,8%,0%,60%,32%,8%,0%,64%,36%,0%,0%,62%,38%,0%,0%,0%,73%,27%,0%,0%,0%,58%,15%,4%,0%,23%,68%,28%,0%,0%,4%,8%,4%,12%,62%,15%,8%,12%,27%,35%,19%,8%,4%,23%,38%,27%,8%,8%,19%,38%,27%,4%,4%,19%,42%,31%,4%,4%,23%,35%,35%,81%,19%,0%,0%,74%,26%,0%,0%,8%,20%,64%,8%,4%,4%,58%,35%,26%,41%,26%,7%,37%,44%,19%,0%,63%,37%,0%,0%,70%,30%,0%,0%,70%,30%,0%,0%,15%,81%,70%,11%,4%,11%,48%,70%,15%,33%,9%,9%,0%,22%,13%,0%,26%,4%,9%,9%,0%,50%,50%,0%,0%,100%,0%,0%,0%,50%,50%,0%
02M570,Satellite Academy High School,HST,14%,56%,44%,0%,0%,50%,50%,0%,0%,40%,60%,0%,0%,58%,42%,0%,0%,63%,38%,0%,0%,52%,48%,0%,0%,54%,46%,0%,0%,54%,46%,0%,0%,48%,43%,9%,0%,64%,36%,0%,0%,58%,42%,0%,0%,64%,36%,0%,0%,52%,48%,0%,0%,60%,40%,0%,0%,57%,43%,0%,0%,67%,33%,0%,0%,53%,47%,0%,0%,50%,50%,0%,0%,71%,29%,0%,0%,0%,63%,29%,4%,0%,4%,46%,29%,4%,0%,21%,59%,32%,5%,0%,5%,19%,14%,24%,38%,5%,13%,13%,17%,35%,22%,8%,16%,20%,32%,24%,9%,18%,23%,27%,23%,9%,14%,23%,36%,18%,9%,18%,18%,36%,18%,58%,42%,0%,0%,58%,42%,0%,0%,8%,42%,42%,8%,4%,26%,39%,30%,23%,41%,27%,9%,21%,50%,29%,0%,58%,42%,0%,0%,50%,50%,0%,0%,57%,43%,0%,0%,4%,48%,44%,20%,20%,24%,36%,80%,0%,8%,11%,0%,22%,11%,0%,11%,6%,0%,39%,0%,50%,0%,50%,0%,50%,0%,50%,0%,50%,0%,50%,0%
02M575,Manhattan Comprehensive Night and Day High School,HST,19%,59%,37%,3%,1%,46%,49%,4%,1%,49%,47%,3%,0%,56%,42%,2%,0%,55%,44%,1%,1%,41%,54%,3%,2%,37%,57%,5%,1%,48%,51%,1%,0%,52%,44%,4%,0%,56%,41%,3%,0%,54%,43%,3%,0%,59%,38%,3%,0%,60%,38%,3%,0%,50%,47%,2%,0%,64%,32%,3%,1%,58%,38%,3%,1%,55%,39%,4%,2%,60%,39%,1%,0%,60%,36%,2%,0%,2%,45%,40%,3%,1%,10%,36%,37%,3%,2%,22%,57%,36%,3%,3%,3%,6%,9%,22%,47%,16%,3%,5%,28%,43%,22%,2%,5%,24%,40%,29%,3%,6%,26%,39%,26%,5%,5%,22%,40%,28%,2%,6%,19%,45%,28%,64%,33%,3%,0%,55%,40%,5%,0%,10%,21%,51%,17%,8%,17%,32%,43%,14%,27%,27%,32%,19%,24%,34%,22%,50%,48%,2%,0%,50%,47%,3%,0%,47%,51%,2%,0%,8%,39%,71%,38%,24%,12%,33%,64%,24%,15%,6%,10%,21%,9%,6%,6%,4%,7%,29%,2%,0%,100%,0%,0%,25%,75%,0%,0%,25%,75%,0%,0%
02M580,Richard R. Green High School of Teaching,HS,26%,41%,49%,6%,4%,28%,55%,13%,4%,31%,57%,9%,3%,39%,57%,2%,1%,42%,56%,1%,2%,34%,57%,6%,2%,32%,63%,4%,2%,35%,57%,6%,1%,37%,54%,5%,4%,35%,60%,4%,1%,35%,61%,3%,1%,35%,58%,5%,2%,39%,55%,5%,2%,33%,64%,2%,1%,36%,57%,6%,1%,33%,55%,9%,3%,33%,57%,8%,2%,40%,56%,3%,2%,38%,54%,4%,0%,4%,34%,57%,4%,0%,5%,27%,43%,3%,1%,26%,30%,50%,10%,2%,8%,11%,15%,27%,22%,25%,11%,27%,20%,13%,30%,7%,17%,17%,15%,44%,8%,20%,20%,16%,36%,8%,18%,22%,14%,38%,6%,13%,21%,20%,40%,35%,56%,8%,1%,33%,63%,4%,1%,20%,29%,47%,4%,7%,11%,29%,53%,12%,24%,31%,32%,29%,20%,36%,15%,33%,61%,4%,2%,32%,65%,3%,0%,32%,65%,3%,0%,9%,60%,47%,34%,12%,9%,41%,67%,17%,27%,5%,5%,21%,11%,8%,8%,4%,14%,25%,0%,41%,56%,0%,4%,52%,44%,4%,0%,37%,56%,4%,4%
02M586,Harvey Milk High School,HST,32%,69%,31%,0%,0%,47%,47%,7%,0%,69%,25%,6%,0%,63%,31%,6%,0%,63%,38%,0%,0%,50%,50%,0%,0%,63%,25%,13%,0%,56%,31%,13%,0%,38%,50%,13%,0%,56%,25%,19%,0%,50%,44%,0%,6%,50%,38%,13%,0%,60%,40%,0%,0%,50%,44%,0%,6%,44%,44%,13%,0%,33%,53%,13%,0%,40%,47%,13%,0%,54%,46%,0%,0%,56%,31%,6%,6%,0%,56%,44%,0%,0%,0%,40%,20%,0%,0%,40%,67%,27%,0%,0%,7%,13%,7%,0%,73%,7%,13%,19%,13%,44%,13%,6%,6%,6%,50%,31%,13%,25%,13%,38%,13%,6%,25%,6%,44%,19%,13%,13%,6%,44%,25%,50%,38%,6%,6%,56%,31%,6%,6%,13%,19%,63%,6%,6%,19%,31%,44%,20%,40%,20%,20%,44%,19%,25%,13%,50%,38%,13%,0%,56%,31%,6%,6%,63%,31%,6%,0%,13%,75%,81%,31%,13%,25%,63%,94%,25%,25%,7%,0%,21%,7%,21%,14%,0%,7%,21%,0%,100%,0%,0%,0%,100%,0%,0%,0%,100%,0%,0%,0%
02M600,The High School of Fashion Industries,HS,27%,67%,29%,1%,2%,51%,42%,5%,2%,56%,39%,5%,1%,61%,36%,2%,1%,65%,31%,3%,1%,46%,46%,6%,1%,48%,47%,4%,1%,49%,47%,4%,1%,54%,41%,4%,1%,55%,41%,3%,1%,52%,43%,3%,1%,49%,46%,4%,1%,50%,45%,4%,1%,45%,49%,4%,1%,51%,44%,4%,2%,50%,44%,4%,2%,45%,43%,11%,1%,47%,45%,6%,2%,48%,45%,3%,1%,3%,36%,49%,4%,2%,9%,26%,35%,2%,1%,36%,31%,46%,8%,3%,13%,7%,8%,29%,30%,26%,8%,12%,23%,21%,36%,4%,4%,25%,28%,39%,5%,10%,22%,25%,38%,6%,6%,23%,28%,37%,6%,7%,19%,29%,39%,55%,42%,2%,1%,58%,39%,1%,2%,12%,22%,52%,14%,10%,13%,29%,48%,41%,25%,23%,12%,29%,30%,32%,9%,47%,48%,4%,1%,47%,49%,4%,1%,42%,53%,4%,1%,20%,79%,54%,42%,21%,13%,47%,77%,32%,40%,2%,7%,13%,13%,8%,6%,5%,23%,23%,0%,49%,37%,12%,2%,41%,49%,8%,2%,29%,60%,11%,0%
02M605,Humanities Preparatory Academy,HST,42%,55%,43%,3%,0%,30%,53%,16%,0%,33%,53%,14%,0%,63%,37%,0%,0%,63%,33%,1%,3%,45%,49%,7%,0%,40%,58%,1%,0%,51%,48%,1%,0%,38%,47%,14%,0%,46%,47%,6%,0%,38%,56%,5%,0%,48%,49%,3%,0%,41%,58%,1%,0%,42%,51%,8%,0%,44%,51%,5%,0%,42%,49%,9%,0%,39%,53%,7%,1%,34%,55%,10%,1%,39%,54%,4%,0%,4%,38%,51%,5%,0%,6%,32%,28%,3%,0%,38%,41%,45%,4%,3%,7%,6%,9%,29%,43%,13%,8%,8%,33%,26%,26%,6%,5%,29%,27%,33%,5%,4%,33%,28%,30%,4%,1%,29%,32%,33%,4%,6%,27%,29%,33%,46%,46%,8%,0%,39%,55%,5%,0%,10%,26%,58%,5%,9%,11%,45%,36%,21%,22%,34%,22%,30%,32%,32%,6%,53%,46%,1%,0%,43%,52%,5%,0%,45%,52%,3%,0%,10%,56%,52%,23%,15%,14%,53%,70%,17%,26%,2%,5%,13%,20%,9%,7%,7%,13%,25%,0%,38%,63%,0%,0%,67%,33%,0%,0%,57%,29%,14%,0%
02M615,Chelsea Career and Technical Education High School,HS,29%,48%,50%,2%,0%,36%,56%,9%,0%,44%,51%,4%,0%,50%,48%,2%,0%,51%,44%,5%,0%,41%,53%,6%,1%,36%,58%,6%,0%,45%,48%,6%,1%,38%,55%,6%,1%,48%,45%,7%,0%,46%,49%,4%,0%,57%,39%,4%,0%,49%,47%,3%,1%,44%,52%,3%,0%,50%,47%,3%,0%,56%,38%,5%,0%,49%,46%,5%,0%,41%,52%,6%,0%,49%,47%,0%,1%,3%,46%,47%,3%,1%,3%,31%,45%,4%,0%,20%,40%,50%,5%,0%,4%,7%,10%,31%,33%,19%,8%,18%,25%,23%,26%,7%,6%,27%,31%,30%,9%,10%,25%,29%,27%,8%,9%,28%,29%,26%,6%,2%,28%,32%,31%,49%,44%,4%,3%,55%,42%,3%,0%,9%,15%,67%,9%,5%,17%,21%,57%,16%,18%,36%,30%,29%,27%,34%,10%,46%,52%,1%,1%,51%,45%,5%,0%,48%,48%,3%,1%,12%,53%,52%,42%,15%,13%,39%,71%,25%,25%,3%,5%,21%,12%,8%,8%,1%,18%,24%,0%,60%,33%,0%,7%,50%,50%,0%,0%,50%,44%,6%,0%
02M620,Norman Thomas High School,HS,20%,39%,57%,1%,2%,29%,65%,2%,4%,30%,65%,1%,4%,35%,61%,2%,2%,33%,62%,2%,2%,35%,59%,4%,2%,30%,66%,1%,2%,31%,64%,2%,2%,32%,64%,1%,2%,35%,60%,4%,2%,29%,66%,2%,2%,37%,60%,1%,2%,34%,60%,2%,4%,45%,51%,2%,2%,46%,49%,2%,2%,46%,51%,1%,2%,44%,50%,4%,3%,44%,50%,3%,4%,38%,52%,5%,2%,2%,38%,57%,1%,0%,4%,27%,64%,1%,1%,6%,24%,67%,4%,4%,2%,4%,7%,21%,56%,12%,7%,10%,15%,27%,40%,7%,6%,18%,24%,45%,6%,10%,14%,27%,43%,5%,6%,14%,29%,45%,6%,10%,13%,27%,44%,10%,85%,2%,4%,8%,83%,6%,2%,6%,9%,73%,12%,6%,6%,57%,31%,19%,58%,14%,9%,32%,52%,11%,5%,26%,69%,4%,1%,22%,73%,4%,1%,24%,70%,5%,1%,2%,8%,58%,13%,2%,7%,8%,59%,9%,6%,0%,7%,19%,15%,9%,18%,1%,16%,12%,3%,40%,40%,20%,0%,20%,60%,20%,0%,20%,60%,20%,0%
02M625,High School of Graphic Communication Arts,HS,10%,19%,58%,17%,5%,15%,40%,35%,11%,12%,48%,30%,10%,19%,63%,14%,4%,24%,65%,6%,5%,24%,45%,27%,5%,17%,57%,21%,5%,16%,65%,13%,6%,15%,51%,26%,8%,19%,60%,18%,3%,17%,62%,18%,4%,20%,53%,19%,9%,18%,58%,21%,4%,19%,60%,19%,3%,23%,56%,18%,4%,20%,53%,23%,4%,16%,48%,30%,6%,16%,44%,29%,11%,16%,59%,15%,3%,7%,19%,57%,17%,0%,7%,16%,50%,11%,1%,23%,19%,44%,20%,4%,13%,5%,21%,35%,21%,18%,15%,31%,23%,7%,25%,8%,19%,28%,8%,36%,7%,21%,27%,10%,35%,5%,24%,30%,16%,25%,4%,20%,26%,16%,34%,11%,37%,38%,15%,13%,41%,31%,15%,9%,17%,45%,28%,8%,8%,28%,55%,18%,23%,31%,28%,21%,28%,25%,26%,14%,63%,16%,7%,12%,66%,18%,5%,16%,68%,14%,3%,5%,60%,42%,46%,16%,10%,27%,68%,13%,22%,16%,16%,5%,8%,9%,3%,13%,16%,13%,1%,22%,61%,11%,6%,17%,72%,11%,0%,17%,61%,11%,11%
02M630,Art and Design High School,HS,22%,42%,50%,6%,2%,25%,52%,20%,3%,38%,49%,10%,3%,39%,51%,6%,4%,49%,46%,4%,1%,30%,57%,10%,2%,27%,57%,11%,5%,35%,56%,6%,2%,31%,54%,12%,3%,35%,56%,8%,2%,33%,60%,5%,2%,32%,56%,9%,3%,30%,55%,12%,3%,25%,64%,8%,3%,31%,56%,10%,4%,28%,56%,12%,4%,28%,54%,13%,5%,46%,49%,4%,2%,43%,50%,3%,1%,2%,33%,45%,5%,3%,14%,22%,33%,1%,1%,43%,27%,47%,9%,5%,12%,6%,11%,32%,27%,23%,4%,14%,30%,15%,36%,3%,5%,27%,22%,43%,4%,11%,29%,17%,40%,4%,9%,29%,18%,40%,6%,8%,23%,18%,46%,43%,46%,8%,3%,40%,51%,7%,2%,11%,23%,60%,6%,9%,10%,31%,50%,36%,24%,24%,17%,23%,35%,36%,6%,31%,55%,10%,4%,33%,55%,11%,1%,32%,61%,5%,2%,25%,83%,53%,39%,22%,13%,51%,66%,26%,27%,6%,7%,14%,9%,5%,8%,8%,24%,17%,2%,38%,50%,5%,7%,39%,51%,5%,5%,32%,46%,15%,7%
02M655,Life Sciences Secondary School,MS/HS,15%,41%,46%,10%,3%,32%,45%,19%,4%,34%,51%,14%,2%,35%,58%,3%,4%,41%,57%,0%,2%,28%,62%,5%,4%,32%,56%,7%,4%,37%,56%,5%,1%,31%,56%,12%,1%,37%,55%,5%,3%,40%,52%,5%,3%,42%,49%,5%,3%,36%,56%,6%,1%,30%,66%,2%,2%,37%,58%,3%,2%,33%,52%,10%,4%,30%,46%,19%,5%,27%,52%,13%,8%,30%,54%,9%,5%,2%,32%,50%,7%,4%,6%,16%,41%,2%,1%,40%,23%,50%,9%,5%,13%,5%,13%,23%,33%,25%,10%,19%,20%,13%,38%,4%,11%,20%,19%,45%,11%,16%,22%,15%,36%,12%,9%,26%,13%,39%,6%,13%,20%,18%,43%,26%,53%,18%,4%,31%,54%,11%,4%,17%,23%,55%,5%,4%,15%,24%,56%,5%,23%,45%,27%,19%,32%,40%,9%,33%,58%,5%,4%,33%,58%,6%,3%,37%,61%,1%,1%,21%,60%,60%,49%,17%,16%,55%,67%,17%,23%,12%,6%,13%,15%,3%,7%,12%,15%,16%,0%,8%,67%,17%,8%,23%,38%,31%,8%,8%,54%,23%,15%
02M896,Lower Manhattan Community Middle School,MS,36%,62%,38%,0%,0%,48%,50%,2%,0%,56%,40%,4%,0%,68%,31%,1%,0%,70%,29%,1%,0%,57%,42%,1%,0%,56%,43%,1%,0%,57%,41%,2%,0%,50%,48%,2%,0%,54%,45%,1%,0%,53%,46%,1%,0%,55%,41%,4%,0%,59%,38%,3%,0%,45%,55%,0%,0%,55%,43%,2%,0%,55%,42%,3%,0%,50%,44%,6%,0%,72%,27%,1%,0%,64%,35%,1%,1%,0%,54%,42%,1%,0%,4%,51%,31%,0%,0%,17%,62%,32%,2%,2%,3%,6%,7%,26%,48%,13%,3%,7%,28%,38%,25%,5%,3%,31%,42%,19%,5%,7%,34%,28%,27%,3%,6%,32%,37%,22%,3%,1%,23%,55%,18%,65%,35%,0%,0%,66%,34%,0%,0%,6%,38%,57%,0%,10%,19%,38%,33%,43%,32%,19%,6%,29%,44%,24%,3%,59%,40%,1%,0%,50%,50%,0%,0%,56%,44%,0%,0%,25%,79%,35%,59%,27%,25%,57%,50%,32%,31%,3%,10%,8%,6%,7%,8%,0%,37%,18%,3%,41%,50%,9%,0%,41%,59%,0%,0%,41%,55%,5%,0%
03M009,P.S. 009 Sarah Anderson,ES,79%,61%,38%,1%,1%,61%,36%,2%,1%,49%,43%,6%,1%,63%,34%,3%,1%,74%,25%,1%,0%,60%,36%,2%,1%,55%,41%,3%,1%,70%,29%,1%,1%,59%,36%,4%,1%,61%,36%,3%,1%,56%,39%,5%,1%,61%,36%,2%,1%,53%,42%,3%,1%,60%,37%,3%,0%,64%,32%,3%,1%,50%,43%,5%,2%,46%,43%,10%,1%,67%,32%,1%,0%,69%,30%,0%,0%,1%,64%,30%,2%,1%,4%,47%,30%,1%,0%,21%,63%,29%,3%,1%,3%,5%,6%,17%,62%,11%,3%,3%,24%,53%,17%,2%,3%,18%,62%,15%,3%,6%,24%,47%,21%,2%,4%,20%,54%,21%,2%,2%,15%,67%,14%,78%,20%,1%,1%,73%,25%,2%,1%,8%,29%,62%,1%,20%,19%,36%,25%,42%,37%,20%,1%,27%,40%,30%,3%,61%,37%,3%,0%,65%,32%,2%,1%,74%,24%,2%,1%,19%,88%,21%,73%,23%,15%,55%,36%,22%,19%,3%,3%,10%,10%,5%,8%,5%,49%,5%,3%,43%,49%,8%,0%,49%,46%,3%,3%,43%,54%,0%,3%
03M054,J.H.S. 054 Booker T. Washington,MS,68%,71%,26%,2%,0%,41%,49%,9%,1%,48%,45%,6%,1%,53%,40%,5%,2%,73%,25%,2%,1%,52%,42%,6%,1%,45%,47%,6%,2%,69%,28%,2%,1%,52%,40%,6%,2%,73%,24%,2%,1%,61%,34%,4%,1%,58%,36%,4%,1%,68%,27%,4%,1%,59%,35%,6%,1%,68%,27%,3%,1%,60%,31%,7%,2%,45%,41%,11%,3%,51%,47%,2%,1%,49%,47%,2%,1%,1%,50%,41%,4%,2%,3%,23%,23%,2%,0%,52%,40%,41%,7%,3%,9%,4%,5%,22%,48%,21%,2%,10%,29%,28%,30%,2%,2%,21%,42%,32%,4%,13%,29%,28%,28%,3%,6%,26%,31%,34%,2%,1%,22%,45%,30%,73%,24%,2%,1%,67%,28%,3%,2%,9%,25%,62%,4%,8%,19%,44%,29%,44%,35%,18%,3%,38%,35%,24%,3%,55%,41%,3%,0%,67%,30%,3%,0%,68%,28%,3%,1%,22%,94%,25%,45%,19%,15%,53%,41%,27%,19%,2%,3%,9%,9%,4%,3%,4%,56%,5%,4%,50%,45%,5%,0%,55%,41%,5%,0%,27%,64%,9%,0%
03M075,P.S. 075 Emily Dickinson,ES,47%,56%,41%,3%,0%,48%,44%,7%,0%,49%,43%,6%,1%,61%,31%,5%,2%,64%,32%,3%,1%,55%,38%,5%,2%,45%,47%,7%,2%,58%,38%,4%,0%,55%,38%,6%,0%,49%,45%,5%,1%,48%,45%,5%,2%,53%,42%,4%,0%,51%,42%,7%,1%,51%,43%,5%,1%,54%,41%,4%,1%,44%,44%,9%,2%,40%,44%,14%,2%,49%,41%,8%,2%,50%,45%,3%,1%,1%,50%,43%,3%,1%,3%,35%,35%,3%,0%,28%,44%,45%,7%,1%,4%,8%,7%,26%,46%,13%,7%,15%,24%,30%,25%,4%,6%,24%,45%,21%,9%,18%,25%,28%,20%,5%,9%,24%,32%,30%,3%,2%,20%,54%,21%,60%,36%,3%,1%,55%,39%,3%,2%,12%,39%,48%,1%,14%,14%,35%,37%,58%,29%,11%,3%,43%,34%,20%,3%,46%,48%,4%,2%,47%,46%,6%,1%,65%,31%,4%,1%,11%,71%,42%,75%,24%,22%,59%,61%,22%,28%,7%,4%,16%,12%,4%,7%,5%,24%,13%,8%,48%,48%,0%,3%,50%,41%,9%,0%,44%,50%,6%,0%
03M076,P.S. 076 A. Philip Randolph,ES/MS,61%,59%,37%,2%,2%,55%,39%,4%,2%,55%,40%,3%,1%,60%,37%,1%,1%,61%,37%,0%,1%,56%,39%,4%,2%,54%,42%,4%,1%,56%,39%,4%,1%,54%,38%,6%,2%,54%,42%,2%,2%,56%,40%,1%,2%,56%,41%,2%,2%,53%,41%,3%,2%,53%,43%,2%,2%,54%,41%,3%,2%,51%,41%,6%,2%,51%,40%,6%,3%,52%,44%,1%,3%,48%,48%,1%,2%,1%,50%,45%,2%,2%,1%,52%,35%,0%,1%,11%,53%,41%,3%,1%,2%,4%,4%,40%,32%,19%,5%,11%,37%,24%,23%,5%,2%,40%,28%,26%,6%,6%,36%,26%,26%,7%,5%,37%,23%,28%,5%,3%,34%,32%,26%,50%,43%,2%,5%,53%,42%,3%,3%,12%,20%,67%,1%,9%,17%,61%,13%,19%,33%,45%,3%,19%,37%,42%,2%,64%,32%,2%,3%,65%,31%,2%,2%,67%,28%,2%,2%,7%,21%,38%,57%,32%,45%,57%,40%,19%,63%,2%,1%,5%,6%,15%,1%,3%,51%,17%,0%,52%,43%,0%,5%,71%,24%,0%,5%,52%,43%,0%,5%
