BORO,the_geom,TYPE,OBJECTID,PROVIDER,NAME,LAT,LOCATION,LON,X,Y,LOCATION_T,REMARKS,CITY,SSID,SOURCEID,ACTIVATED,BOROCODE,BORONAME,NTACODE,NTANAME,COUNDIST,POSTCODE,BOROCD,CT2010,BOROCT2010,BIN,BBL,DOITT_ID,NAME,define var,,,BUENA,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,POINT (-73.98197300049026 40.77553200010043),Free,7130,LinkNYC - Citybridge,mn-07-134449,40.77553,2008 BROADWAY,-73.98197,989242.8781,221824.5479,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000933,09/09/9999 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1070362,1011407500,3408,MN7130,"var MN7130 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2008 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2008-BROADWAY+10023-----"">Take me there!</a>', lat: 40.775532, long: -73.981973};","[MN7130.info, MN7130.lat, MN7130.long, 1050],",1050,https://www.google.com/maps/search/2008-BROADWAY+10023-----,https://www.google.com/maps/search/2008 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2008,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98235021043112 40.7757949602237),Free,7131,LinkNYC - Citybridge,mn-07-134469,40.77580,2001 BROADWAY,-73.98235,989138.3842,221920.3318,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000934,08/03/2017 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1028950,1011407500,3409,MN7131,"var MN7131 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2001 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2001-BROADWAY+10023-----"">Take me there!</a>', lat: 40.775795, long: -73.98235};","[MN7131.info, MN7131.lat, MN7131.long, 1051],",1051,https://www.google.com/maps/search/2001-BROADWAY+10023-----,https://www.google.com/maps/search/2001 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2001,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98196293972003 40.77600984030706),Free,7132,LinkNYC - Citybridge,mn-07-108233,40.77601,2018 BROADWAY,-73.98196,989245.6288,221998.6417,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000936,12/14/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1028948,1011400050,3410,MN7132,"var MN7132 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2018 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2018-BROADWAY+10023-----"">Take me there!</a>', lat: 40.77601, long: -73.981963};","[MN7132.info, MN7132.lat, MN7132.long, 1052],",1052,https://www.google.com/maps/search/2018-BROADWAY+10023-----,https://www.google.com/maps/search/2018 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2018,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98193738982434 40.77631103008182),Free,7133,LinkNYC - Citybridge,mn-07-121336,40.77631,2020 BROADWAY,-73.98194,989252.6826,222108.3767,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000937,10/28/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1029632,1011410010,3411,MN7133,"var MN7133 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2020 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2020-BROADWAY+10023-----"">Take me there!</a>', lat: 40.776311, long: -73.981937};","[MN7133.info, MN7133.lat, MN7133.long, 1053],",1053,https://www.google.com/maps/search/2020-BROADWAY+10023-----,https://www.google.com/maps/search/2020 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2020,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98232079041048 40.77652299038268),Free,7134,LinkNYC - Citybridge,mn-07-140140,40.77652,2029 BROADWAY,-73.98232,989146.479,222185.5793,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000938,09/09/9999 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1076231,1011417500,3412,MN7134,"var MN7134 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2029 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2029-BROADWAY+10023-----"">Take me there!</a>', lat: 40.776523, long: -73.982321};","[MN7134.info, MN7134.lat, MN7134.long, 1054],",1054,https://www.google.com/maps/search/2029-BROADWAY+10023-----,https://www.google.com/maps/search/2029 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2029,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.9824295903197 40.776473190326975),Free,7135,LinkNYC - Citybridge,mn-07-133487,40.77647,2029 BROADWAY,-73.98243,989116.3492,222167.4294,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000939,07/19/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,1015300,1029632,1011410010,3413,MN7135,"var MN7135 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2029 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2029-BROADWAY+10023-----"">Take me there!</a>', lat: 40.776473, long: -73.98243};","[MN7135.info, MN7135.lat, MN7135.long, 1055],",1055,https://www.google.com/maps/search/2029-BROADWAY+10023-----,https://www.google.com/maps/search/2029 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2029,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98190426973912 40.77713717013371),Free,7136,LinkNYC - Citybridge,mn-07-121335,40.77714,2040 BROADWAY,-73.98190,989261.7934,222409.3692,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000942,07/19/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,157,1015700,1029749,1011427500,3414,MN7136,"var MN7136 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2040 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2040-BROADWAY+10023-----"">Take me there!</a>', lat: 40.777137, long: -73.981904};","[MN7136.info, MN7136.lat, MN7136.long, 1056],",1056,https://www.google.com/maps/search/2040-BROADWAY+10023-----,https://www.google.com/maps/search/2040 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2040,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98225463942306 40.778148040265854),Free,7137,LinkNYC - Citybridge,mn-07-133652,40.77815,2061 BROADWAY,-73.98226,989164.6804,222777.6434,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000944,08/03/2017 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,1015900,1030418,1011630030,3415,MN7137,"var MN7137 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2061 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2061-BROADWAY+10023-----"">Take me there!</a>', lat: 40.778148, long: -73.982255};","[MN7137.info, MN7137.lat, MN7137.long, 1057],",1057,https://www.google.com/maps/search/2061-BROADWAY+10023-----,https://www.google.com/maps/search/2061 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2061,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98217819013591 40.77860682984082),Free,7138,LinkNYC - Citybridge,mn-07-108166,40.77861,2077 BROADWAY,-73.98218,989185.8195,222944.8002,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000945,05/24/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,1015900,1081034,1011637500,3416,MN7138,"var MN7138 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2077 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2077-BROADWAY+10023-----"">Take me there!</a>', lat: 40.778607, long: -73.982178};","[MN7138.info, MN7138.lat, MN7138.long, 1058],",1058,https://www.google.com/maps/search/2077-BROADWAY+10023-----,https://www.google.com/maps/search/2077 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2077,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.9820543905848 40.779095939979726),Free,7139,LinkNYC - Citybridge,mn-07-133403,40.77910,2085 BROADWAY,-73.98205,989220.0698,223123.0066,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000946,05/16/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,1015900,1077846,1011647500,3417,MN7139,"var MN7139 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2085 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2085-BROADWAY+10023-----"">Take me there!</a>', lat: 40.779096, long: -73.982054};","[MN7139.info, MN7139.lat, MN7139.long, 1059],",1059,https://www.google.com/maps/search/2085-BROADWAY+10023-----,https://www.google.com/maps/search/2085 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2085,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98198994994016 40.77933083040038),Free,7140,LinkNYC - Citybridge,mn-07-133410,40.77933,2095 BROADWAY,-73.98199,989237.8991,223208.5887,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000947,04/27/2016 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,1015900,1030519,1011640040,3418,MN7140,"var MN7140 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2095 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2095-BROADWAY+10023-----"">Take me there!</a>', lat: 40.779331, long: -73.98199};","[MN7140.info, MN7140.lat, MN7140.long, 1060],",1060,https://www.google.com/maps/search/2095-BROADWAY+10023-----,https://www.google.com/maps/search/2095 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2095,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98139598958379 40.78001946971169),Free,7141,LinkNYC - Citybridge,mn-07-136130,40.78002,2114 BROADWAY,-73.98140,989402.3437,223459.5177,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000949,10/16/2017 12:00:00 AM +0000,1,Manhattan,MN14,Lincoln Square,6,10023,107,159,1015900,1030545,1011657510,3419,MN7141,"var MN7141 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2114 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2114-BROADWAY+10023-----"">Take me there!</a>', lat: 40.780019, long: -73.981396};","[MN7141.info, MN7141.lat, MN7141.long, 1061],",1061,https://www.google.com/maps/search/2114-BROADWAY+10023-----,https://www.google.com/maps/search/2114 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2114,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98131051020113 40.78032124020314),Free,7142,LinkNYC - Citybridge,mn-07-133408,40.78032,2120 BROADWAY,-73.98131,989425.9936,223569.4679,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000951,05/26/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030741,1011667500,3420,MN7142,"var MN7142 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2120 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2120-BROADWAY+10023-----"">Take me there!</a>', lat: 40.780321, long: -73.981311};","[MN7142.info, MN7142.lat, MN7142.long, 1062],",1062,https://www.google.com/maps/search/2120-BROADWAY+10023-----,https://www.google.com/maps/search/2120 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2120,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98117276047891 40.78082575008983),Free,7143,LinkNYC - Citybridge,mn-07-133406,40.78083,2130 BROADWAY,-73.98117,989464.1034,223753.2861,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000952,05/12/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030727,1011660040,3421,MN7143,"var MN7143 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2130 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2130-BROADWAY+10023-----"">Take me there!</a>', lat: 40.780826, long: -73.981173};","[MN7143.info, MN7143.lat, MN7143.long, 1063],",1063,https://www.google.com/maps/search/2130-BROADWAY+10023-----,https://www.google.com/maps/search/2130 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2130,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98157091002983 40.78081899044713),Free,7144,LinkNYC - Citybridge,mn-07-136462,40.78082,2121 BROADWAY,-73.98157,989353.8385,223750.7999,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000954,11/01/2017 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030724,1011660020,3422,MN7144,"var MN7144 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2121 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2121-BROADWAY+10023-----"">Take me there!</a>', lat: 40.780819, long: -73.981571};","[MN7144.info, MN7144.lat, MN7144.long, 1064],",1064,https://www.google.com/maps/search/2121-BROADWAY+10023-----,https://www.google.com/maps/search/2121 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2121,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98152267011933 40.780992790388126),Free,7145,LinkNYC - Citybridge,mn-07-121315,40.78099,2135 BROADWAY,-73.98152,989367.185,223814.1239,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000955,05/12/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030728,1011660050,3423,MN7145,"var MN7145 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2135 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2135-BROADWAY+10023-----"">Take me there!</a>', lat: 40.780993, long: -73.981523};","[MN7145.info, MN7145.lat, MN7145.long, 1065],",1065,https://www.google.com/maps/search/2135-BROADWAY+10023-----,https://www.google.com/maps/search/2135 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2135,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98096099964052 40.78147400007427),Free,7146,LinkNYC - Citybridge,mn-07-109544,40.78147,2150 BROADWAY,-73.98096,989522.6981,223989.4783,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000957,05/26/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1088786,1011677500,3424,MN7146,"var MN7146 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2150 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2150-BROADWAY+10023-----"">Take me there!</a>', lat: 40.781474, long: -73.980961};","[MN7146.info, MN7146.lat, MN7146.long, 1066],",1066,https://www.google.com/maps/search/2150-BROADWAY+10023-----,https://www.google.com/maps/search/2150 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2150,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.9808266994558 40.781706760217155),Free,7147,LinkNYC - Citybridge,mn-07-121223,40.78171,2160 BROADWAY,-73.98083,989559.8729,224074.2888,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000958,05/26/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030860,1011680020,3425,MN7147,"var MN7147 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2160 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2160-BROADWAY+10023-----"">Take me there!</a>', lat: 40.781707, long: -73.980827};","[MN7147.info, MN7147.lat, MN7147.long, 1067],",1067,https://www.google.com/maps/search/2160-BROADWAY+10023-----,https://www.google.com/maps/search/2160 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2160,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98083300058543 40.7818429999754),Free,7148,LinkNYC - Citybridge,mn-07-133404,40.78184,2160 BROADWAY,-73.98083,989558.117,224123.9252,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000959,06/27/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10023,107,163,1016300,1030861,1011680020,3426,MN7148,"var MN7148 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2160 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2160-BROADWAY+10023-----"">Take me there!</a>', lat: 40.781843, long: -73.980833};","[MN7148.info, MN7148.lat, MN7148.long, 1068],",1068,https://www.google.com/maps/search/2160-BROADWAY+10023-----,https://www.google.com/maps/search/2160 BROADWAY+10023,,,,,,,,https://www.google.com/maps/search/2160,BROADWAY+10023,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98118400013165 40.781983999847455),Free,7149,LinkNYC - Citybridge,mn-07-136444,40.78198,2163 BROADWAY,-73.98118,989460.9,224175.2751,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000960,10/16/2017 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,163,1016300,1030859,1011680010,3427,MN7149,"var MN7149 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2163 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2163-BROADWAY+10024-----"">Take me there!</a>', lat: 40.781984, long: -73.981184};","[MN7149.info, MN7149.lat, MN7149.long, 1069],",1069,https://www.google.com/maps/search/2163-BROADWAY+10024-----,https://www.google.com/maps/search/2163 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2163,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98058628972659 40.782528080173925),Free,7150,LinkNYC - Citybridge,mn-07-121221,40.78253,2182 BROADWAY,-73.98059,989626.3859,224373.5382,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000963,06/27/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,163,1016300,1088838,1011690020,3428,MN7150,"var MN7150 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2182 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2182-BROADWAY+10024-----"">Take me there!</a>', lat: 40.782528, long: -73.980586};","[MN7150.info, MN7150.lat, MN7150.long, 1070],",1070,https://www.google.com/maps/search/2182-BROADWAY+10024-----,https://www.google.com/maps/search/2182 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2182,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.98070877995283 40.783121360203204),Free,7151,LinkNYC - Citybridge,mn-07-138145,40.78312,2199 BROADWAY,-73.98071,989592.4161,224589.6828,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000966,01/03/2018 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,163,1016300,1030900,1011690060,3429,MN7151,"var MN7151 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2199 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2199-BROADWAY+10024-----"">Take me there!</a>', lat: 40.783121, long: -73.980709};","[MN7151.info, MN7151.lat, MN7151.long, 1071],",1071,https://www.google.com/maps/search/2199-BROADWAY+10024-----,https://www.google.com/maps/search/2199 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2199,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.9807560000419 40.78322600007488),Free,7152,LinkNYC - Citybridge,mn-07-121308,40.78323,2199 BROADWAY,-73.98076,989579.3309,224627.8037,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000967,01/03/2018 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,163,1016300,1030900,1011690060,3430,MN7152,"var MN7152 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2199 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2199-BROADWAY+10024-----"">Take me there!</a>', lat: 40.783226, long: -73.980756};","[MN7152.info, MN7152.lat, MN7152.long, 1072],",1072,https://www.google.com/maps/search/2199-BROADWAY+10024-----,https://www.google.com/maps/search/2199 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2199,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.980253000443 40.78319099983622),Free,7153,LinkNYC - Citybridge,mn-07-121232,40.78319,2202 BROADWAY,-73.98025,989718.6318,224615.083,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000968,05/12/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,167,1016700,1079386,1011700010,3431,MN7153,"var MN7153 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2202 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2202-BROADWAY+10024-----"">Take me there!</a>', lat: 40.783191, long: -73.980253};","[MN7153.info, MN7153.lat, MN7153.long, 1073],",1073,https://www.google.com/maps/search/2202-BROADWAY+10024-----,https://www.google.com/maps/search/2202 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2202,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.9801230004538 40.78337300036574),Free,7154,LinkNYC - Citybridge,mn-07-133397,40.78337,2206 BROADWAY,-73.98012,989754.6182,224681.4001,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000969,01/03/2018 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,167,1016700,1079386,1011700010,3432,MN7154,"var MN7154 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2206 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2206-BROADWAY+10024-----"">Take me there!</a>', lat: 40.783373, long: -73.980123};","[MN7154.info, MN7154.lat, MN7154.long, 1074],",1074,https://www.google.com/maps/search/2206-BROADWAY+10024-----,https://www.google.com/maps/search/2206 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2206,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.97975217945377 40.78364875041703),Free,7155,LinkNYC - Citybridge,mn-07-133623,40.78365,230 BROADWAY,-73.97975,989857.288,224781.8887,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000970,04/02/2018 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,167,1016700,1079387,1011700010,3433,MN7155,"var MN7155 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""230 BROADWAY""<br>\<a href=https://www.google.com/maps/search/230-BROADWAY+10024-----"">Take me there!</a>', lat: 40.783649, long: -73.979752};","[MN7155.info, MN7155.lat, MN7155.long, 1075],",1075,https://www.google.com/maps/search/230-BROADWAY+10024-----,https://www.google.com/maps/search/230 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/230,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
MN,POINT (-73.97970799976127 40.783919999803686),Free,7156,LinkNYC - Citybridge,mn-07-121229,40.78392,2220 BROADWAY,-73.97971,989869.4999,224880.717,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000971,09/30/2016 12:00:00 AM +0000,1,Manhattan,MN12,Upper West Side,6,10024,107,167,1016700,1032624,1012270010,3434,MN7156,"var MN7156 = { info: '<strong>Tablet Internet -phone , Free 1 GB Wi-FI Service located at Outdoor Kiosk</strong><br>\""2220 BROADWAY""<br>\<a href=https://www.google.com/maps/search/2220-BROADWAY+10024-----"">Take me there!</a>', lat: 40.78392, long: -73.979708};","[MN7156.info, MN7156.lat, MN7156.long, 1076],",1076,https://www.google.com/maps/search/2220-BROADWAY+10024-----,https://www.google.com/maps/search/2220 BROADWAY+10024,,,,,,,,https://www.google.com/maps/search/2220,BROADWAY+10024,,,,,,1,Take me there!,,,,,,,
